question_id,answer
10,true
3,true
7,false
15,true
16,false
8,true
14,false
1,true
6,false
12,true
5,true
11,true
9,true
4,true
13,true
2,false
25,true
19,false
20,true
21,true
18,true
28,true
27,false
17,true
31,true
32,true
26,false
24,false
30,true
22,true
23,true
29,true
33,false
34,true
35,true
41,true
36,false
40,true
38,true
45,true
47,true
43,false
37,true
44,false
46,true
48,true
42,false
39,true
50,true
49,false
51,false
55,true
53,true
56,false
52,true
59,true
58,true
54,true
57,true
60,false
61,true
62,false
64,true
63,false
69,false
71,false
65,true
67,false
68,false
66,true
72,false
75,true
76,true
78,false
74,false
79,false
77,false
70,true
73,true
80,true
81,true
88,false
86,true
87,true
85,false
82,true
84,false
83,false
89,true
90,false
93,false
91,false
94,false
92,false
95,false
99,true
98,false
104,true
96,true
102,false
100,true
101,false
105,false
107,true
108,true
109,false
106,false
103,true
110,false
97,false
111,false
118,true
113,false
117,false
119,false
116,false
112,true
114,true
120,true
115,true
127,false
126,true
124,false
130,false
131,true
128,true
136,false
121,false
123,false
125,false
133,false
132,true
134,true
135,false
122,true
137,true
129,false
140,true
145,true
147,true
138,true
146,true
139,true
144,false
148,false
142,false
143,false
150,true
151,false
149,true
141,true
158,false
153,false
156,true
152,false
155,false
160,true
164,false
157,true
154,false
159,true
166,false
161,false
162,false
170,true
167,false
165,false
169,true
163,true
168,false
173,false
171,true
172,true
178,true
179,false
174,false
177,false
183,false
182,true
180,false
184,false
175,false
176,true
186,false
181,true
187,true
185,false
188,true
190,false
189,false
194,false
193,false
198,true
196,true
197,false
203,true
191,false
202,true
192,false
200,true
201,false
204,false
199,true
207,false
205,false
208,true
195,false
211,true
210,false
209,false
214,false
213,true
212,true
215,true
206,true
216,false
222,false
219,true
220,true
221,true
218,true
225,false
223,false
224,false
217,true
232,false
226,false
231,true
230,false
229,true
233,true
227,false
228,false
234,true
237,true
242,true
236,false
244,true
247,false
248,true
235,true
246,true
239,true
240,false
238,false
249,false
250,true
241,false
243,true
256,true
253,true
254,true
245,false
257,true
259,true
251,false
252,false
261,true
260,true
264,false
263,false
266,true
262,false
265,false
269,false
255,false
275,false
258,true
276,false
267,true
272,false
273,false
270,true
279,false
268,false
282,true
271,true
283,false
277,false
274,false
288,true
287,false
289,true
284,false
278,true
280,false
281,false
291,true
290,false
294,false
292,false
286,true
297,true
293,true
285,false
298,true
304,false
303,true
296,true
309,true
295,true
308,true
301,true
300,false
302,true
305,true
311,true
299,false
306,true
310,true
314,true
307,false
317,false
312,true
313,true
322,true
318,true
323,true
320,true
325,false
315,true
319,true
321,false
316,true
329,false
330,true
327,false
328,false
324,true
326,true
332,true
335,true
331,true
333,true
334,true
336,false
340,true
338,true
341,true
344,true
337,true
343,true
352,true
349,true
351,true
350,true
345,true
346,false
347,true
339,false
353,true
342,false
354,true
358,true
356,true
348,true
355,true
359,true
360,true
361,true
363,true
357,true
367,false
364,false
366,true
365,true
368,false
373,true
372,false
371,false
374,true
370,true
362,false
369,true
380,true
377,true
376,true
381,true
378,true
375,false
387,true
379,false
388,false
383,false
385,false
391,true
389,true
392,true
382,false
394,true
384,false
390,false
395,false
386,false
396,true
393,true
404,false
398,true
402,false
403,false
399,false
400,true
409,true
397,true
406,true
407,false
408,true
410,true
401,true
411,true
416,false
417,false
415,false
414,true
405,true
418,true
413,true
423,true
420,true
412,true
425,false
419,false
424,true
421,true
432,true
427,false
430,true
431,true
428,true
436,false
422,true
437,true
426,true
429,true
434,true
435,false
440,true
438,true
433,true
439,false
445,false
442,true
446,false
441,false
443,true
444,false
451,false
454,false
456,true
449,true
448,false
455,false
459,false
452,false
450,false
447,true
458,true
457,true
460,false
462,false
453,false
461,true
467,true
466,true
473,false
474,false
471,true
469,true
472,false
475,true
478,false
463,true
465,true
468,false
476,true
464,false
470,false
477,false
479,false
480,true
486,true
484,true
483,true
487,true
485,true
493,true
496,true
491,false
481,false
488,false
482,true
492,true
499,true
498,false
494,true
495,true
497,false
489,true
490,true
503,true
507,false
501,false
506,true
504,true
512,true
510,true
505,false
500,false
508,true
509,true
514,false
502,true
515,true
516,true
517,false
513,true
511,true
518,true
522,true
520,false
519,true
521,true
526,false
523,true
528,true
527,false
531,true
532,true
530,true
533,true
524,true
536,false
525,true
534,false
540,false
538,true
535,false
529,false
544,true
545,true
542,true
539,false
547,false
549,true
546,true
553,true
541,true
552,true
537,false
543,true
554,false
556,true
555,true
548,true
559,false
550,false
561,true
551,false
560,true
557,false
562,false
563,true
565,true
564,true
567,true
568,true
569,true
571,true
566,true
558,true
570,false
574,true
575,false
580,true
578,true
581,false
576,false
583,false
585,false
584,false
573,false
582,true
577,true
586,true
572,false
589,false
588,true
579,true
587,true
591,false
590,false
593,false
592,false
595,true
594,true
598,true
597,false
603,false
596,true
600,true
606,false
599,false
601,false
605,false
602,false
604,false
607,true
609,true
608,false
614,false
613,false
615,true
610,true
612,true
611,false
616,false
617,false
620,true
618,true
622,true
619,false
621,false
624,false
623,false
627,false
626,false
630,false
625,false
631,false
628,true
629,false
632,false
636,false
634,false
633,false
635,false
637,false
640,true
638,true
639,false
642,false
641,true
643,false
644,false
649,true
646,false
645,false
648,false
650,false
653,false
651,false
655,false
647,true
652,false
654,false
659,false
656,true
662,true
658,false
657,false
661,false
660,false
663,false
667,false
668,true
666,true
665,true
676,true
669,false
664,true
672,false
671,false
673,false
678,false
675,true
670,false
674,true
677,false
679,true
680,true
683,true
681,false
682,false
684,false
690,false
686,false
685,false
687,false
692,false
689,false
691,false
688,false
695,false
693,true
694,true
696,false
697,false
699,false
701,false
698,false
705,false
700,false
704,false
703,true
702,true
710,true
711,false
709,true
708,true
707,true
712,true
706,false
714,true
713,false
716,true
715,true
719,true
717,true
723,false
721,false
722,true
724,false
718,true
727,false
720,true
728,true
730,false
729,true
726,true
725,true
732,false
731,false
734,true
733,true
735,false
