question_id,answer
7,false
13,true
10,true
9,true
12,true
14,false
3,true
2,true
16,false
15,true
11,true
4,true
1,true
5,true
8,true
6,false
27,false
17,true
21,true
19,false
18,true
25,true
31,true
20,true
26,true
32,true
24,false
22,true
23,true
28,true
30,false
29,true
33,false
35,true
34,true
41,true
36,false
37,true
39,true
40,true
42,true
38,true
45,true
48,true
47,true
43,false
44,false
46,true
49,false
50,true
51,false
55,true
53,true
54,true
56,false
52,true
58,true
57,true
64,true
62,false
59,true
60,false
63,false
61,true
65,true
69,true
67,false
71,true
66,true
72,false
68,false
70,true
75,true
76,true
78,false
79,false
74,true
73,false
77,false
80,false
81,true
87,true
84,false
85,false
82,true
89,true
86,true
88,false
83,false
90,false
93,false
94,false
92,false
91,false
95,true
104,true
99,true
98,false
101,false
102,false
100,true
105,false
107,true
108,true
106,false
96,true
110,false
109,true
103,true
97,false
111,false
113,true
117,false
112,true
120,true
116,false
114,true
115,true
119,false
118,true
126,true
127,true
124,false
130,false
128,true
123,true
136,true
121,false
122,true
125,false
134,true
132,true
133,true
135,false
131,true
137,true
129,false
140,true
145,true
139,true
147,true
138,true
146,true
144,false
151,false
148,false
150,true
141,true
142,false
143,false
149,true
158,false
153,false
156,true
152,false
160,true
155,false
154,false
164,false
159,true
157,false
161,false
166,false
162,false
167,false
165,false
163,true
170,true
169,true
168,false
173,true
172,true
178,true
179,true
177,true
171,true
180,false
182,true
174,false
183,true
181,true
185,false
184,false
176,true
186,false
175,false
187,true
190,false
188,true
189,false
193,false
198,true
194,false
196,true
197,true
192,false
203,true
199,false
191,false
202,true
200,true
201,false
207,true
195,false
208,true
204,false
209,false
205,false
211,true
210,true
213,true
212,true
214,false
215,true
206,false
218,true
216,false
220,false
222,false
219,true
224,true
221,true
225,false
223,true
217,true
226,false
227,false
232,false
229,true
231,true
230,false
233,true
228,false
234,true
237,true
236,false
244,true
242,true
239,true
246,true
235,true
247,false
240,true
248,true
250,true
241,false
238,false
249,false
243,true
245,true
256,true
253,true
257,true
254,true
251,false
261,true
263,false
260,true
259,true
252,false
264,false
262,false
266,true
265,false
255,false
275,false
276,false
269,false
258,true
273,true
267,true
272,false
279,false
270,true
268,false
271,true
283,false
282,true
274,false
277,true
278,true
288,true
284,false
287,false
289,true
280,false
291,true
281,false
294,false
290,false
285,false
297,true
293,true
292,false
