question_id,answer
6,false
4,true
15,true
10,true
7,false
12,true
2,true
5,true
13,true
14,false
8,true
3,true
16,false
9,true
1,true
11,false
25,true
18,true
27,false
17,true
32,true
21,true
30,true
26,true
20,true
28,true
23,true
19,false
24,false
29,true
31,true
22,true
33,false
35,true
47,true
48,true
34,true
45,true
37,true
39,true
42,true
41,true
43,true
44,false
36,false
38,true
40,true
46,true
49,false
50,true
51,false
55,true
52,true
64,true
59,true
56,false
53,false
62,true
58,true
54,true
57,true
60,false
61,true
63,false
65,true
67,false
66,true
68,false
69,true
71,false
72,false
75,true
76,true
78,false
74,true
77,false
79,false
70,true
81,true
73,false
80,false
85,false
84,false
86,true
87,true
89,true
88,false
82,true
90,false
83,false
91,false
93,false
92,false
95,false
94,false
99,true
100,true
96,true
104,true
98,false
105,false
102,false
101,false
107,true
97,false
106,false
108,true
111,false
110,false
109,false
103,true
113,true
118,true
117,false
120,true
119,false
112,true
126,true
114,true
116,false
115,true
124,false
127,false
128,true
123,false
131,true
136,true
130,false
125,false
132,true
134,true
122,true
137,true
133,true
135,false
121,false
140,true
129,false
139,true
145,true
138,true
147,true
146,true
144,false
148,false
150,false
151,false
142,false
149,true
143,false
141,true
158,false
156,false
153,false
155,false
152,false
157,true
154,false
160,true
162,false
164,false
159,true
166,false
161,false
165,false
167,false
163,true
169,true
170,true
168,false
173,true
178,true
172,true
171,true
179,true
177,false
183,true
180,false
174,false
184,false
186,false
185,false
182,false
175,false
181,true
176,true
187,true
188,true
190,false
189,false
193,false
194,false
196,true
198,true
197,true
192,false
203,true
200,true
202,true
201,false
191,false
199,false
195,false
207,true
210,false
204,false
205,false
208,true
211,true
209,false
214,false
213,true
212,true
206,false
215,true
218,true
216,false
222,false
220,true
219,true
221,false
225,false
224,true
223,true
226,false
217,true
229,true
227,false
232,false
231,true
230,false
233,true
228,false
237,true
234,true
236,false
242,true
246,false
247,false
239,true
248,true
235,true
250,true
240,false
249,false
238,false
244,true
241,false
243,true
253,true
245,true
254,true
256,true
257,true
261,true
259,true
251,false
260,true
252,false
263,false
264,false
262,true
266,true
255,true
269,false
265,false
258,true
276,false
267,true
275,false
273,true
272,false
270,true
279,false
268,false
271,true
283,false
282,true
277,false
274,false
278,false
284,false
288,true
287,false
289,true
281,false
280,false
291,true
290,false
285,false
286,true
294,false
297,true
293,true
292,false
295,true
298,true
296,true
303,true
304,false
309,true
308,true
299,false
300,false
305,true
301,true
311,true
302,true
312,true
314,false
306,true
307,false
313,true
310,true
317,false
320,true
318,true
315,false
316,true
322,true
325,false
319,true
323,true
321,false
329,false
327,false
330,true
328,false
326,true
324,true
332,true
331,true
335,true
336,false
333,true
338,true
340,true
334,true
341,true
344,true
343,true
337,true
349,true
350,true
351,true
352,true
339,false
345,true
346,false
353,true
347,true
342,true
354,true
358,true
356,true
359,true
355,true
348,true
357,true
360,true
363,true
367,false
364,false
366,true
368,false
361,true
365,true
371,false
370,false
373,false
369,false
372,true
374,true
377,true
376,true
362,false
381,true
380,true
378,true
383,false
387,true
382,false
388,false
379,false
375,false
391,true
385,false
392,true
389,true
384,false
394,true
390,false
395,false
396,false
386,false
393,true
404,false
403,true
402,false
398,true
397,true
399,false
407,true
406,true
400,true
409,true
408,true
401,true
410,true
411,true
414,true
416,false
415,false
418,true
413,true
417,false
405,true
424,true
425,false
423,true
419,false
412,true
421,true
432,true
420,true
427,false
430,true
428,true
431,true
437,true
436,false
422,true
426,true
429,true
434,true
435,false
433,true
438,true
439,true
440,true
442,true
445,false
446,false
443,true
441,false
444,false
451,false
455,false
456,true
454,false
447,true
460,false
449,true
450,false
448,false
452,false
457,true
459,false
458,true
461,true
453,false
462,false
473,false
471,true
465,true
467,true
469,true
468,false
466,true
478,false
475,true
474,true
472,false
476,false
463,true
464,false
470,false
479,false
477,false
486,true
480,true
487,true
483,true
484,false
490,true
488,false
485,true
493,false
481,false
496,true
491,true
482,true
489,false
492,false
499,true
497,false
498,false
494,true
495,true
501,false
503,true
504,true
506,true
507,false
505,false
510,true
508,true
500,false
514,false
512,true
509,true
502,true
513,true
515,true
516,true
517,true
511,true
519,true
518,true
520,false
521,true
523,true
528,true
526,true
522,true
530,true
527,false
531,true
532,true
525,true
536,false
533,true
524,true
540,false
529,true
534,false
535,false
544,true
538,true
545,true
542,true
539,false
541,true
547,false
546,true
549,true
552,true
537,false
543,true
553,true
554,false
556,true
555,true
559,false
550,false
548,true
561,true
563,true
560,true
565,true
551,false
557,true
562,false
567,true
564,true
568,true
569,true
566,true
558,true
571,true
570,true
574,true
575,false
580,true
578,true
583,false
582,true
581,false
577,true
584,false
586,true
585,false
576,false
573,false
579,false
589,false
587,true
591,false
590,false
588,true
593,false
572,false
592,false
594,true
595,true
597,false
596,true
603,false
598,true
599,false
606,true
600,true
601,false
605,false
602,true
607,true
604,false
608,false
614,false
610,true
615,true
612,true
613,false
609,true
611,false
616,false
617,false
620,true
619,false
622,true
621,false
618,true
623,false
624,false
627,false
625,false
631,false
630,false
626,false
628,true
629,false
632,false
633,false
636,false
634,true
637,true
635,false
640,true
642,false
638,true
639,false
643,true
641,true
646,false
648,false
644,false
649,true
645,false
650,false
651,false
647,false
655,false
653,false
652,false
659,false
654,true
658,false
656,true
662,true
661,false
663,false
657,false
660,false
667,false
666,true
668,true
664,true
665,true
672,false
676,true
669,true
674,true
675,true
673,false
670,false
671,true
678,false
677,false
679,true
683,true
681,false
682,false
684,true
680,true
690,false
685,true
692,false
686,false
687,true
688,false
694,true
695,false
689,false
691,false
693,true
696,false
697,false
701,false
698,false
699,false
705,false
700,false
702,true
704,false
703,true
708,true
709,true
711,false
712,true
707,true
706,false
710,true
713,false
714,true
715,true
716,true
719,true
717,true
720,true
722,true
723,false
721,false
718,true
727,true
724,false
730,false
726,true
725,true
729,true
728,false
732,false
734,true
733,true
735,false
731,false
