question_id,answer
9,true
4,true
5,true
2,true
3,true
6,true
10,true
1,true
7,false
8,true
14,false
25,true
11,false
19,false
21,true
12,true
17,true
15,true
18,true
16,false
20,true
23,true
24,false
22,true
13,true
27,false
26,true
28,true
29,true
35,true
33,true
32,true
31,true
40,true
38,true
43,true
42,true
30,true
41,true
34,true
39,true
37,true
36,true
44,true
47,true
45,true
46,true
50,true
51,true
58,true
48,true
56,true
59,true
55,true
53,true
52,true
57,true
54,true
60,false
49,false
61,true
62,true
64,true
63,true
71,true
69,true
66,true
72,false
68,false
65,true
67,false
76,true
75,true
74,true
73,true
70,true
77,false
78,false
79,false
86,true
81,true
85,false
80,true
83,false
87,true
89,false
82,true
84,true
90,false
88,false
91,false
93,true
94,false
95,false
99,true
100,true
98,false
97,true
96,true
92,false
101,false
105,false
107,true
113,true
102,false
104,false
112,false
109,true
111,true
110,false
116,false
106,true
115,true
108,true
114,true
103,true
118,true
117,false
126,true
120,true
119,true
127,true
131,true
130,false
128,true
124,false
132,true
136,true
125,true
123,true
121,false
135,true
134,true
133,true
129,true
137,true
122,true
140,true
145,true
147,true
139,true
144,true
138,true
146,true
142,false
148,false
143,false
141,true
150,true
151,false
149,false
158,true
156,true
153,false
152,true
154,false
155,false
160,true
157,true
162,false
164,true
166,false
159,true
165,false
161,true
170,true
167,true
163,true
168,false
169,true
173,true
178,true
172,true
171,true
179,true
174,true
177,false
175,true
176,true
182,true
181,true
180,true
185,false
183,true
184,true
186,true
187,true
190,true
188,true
189,true
193,false
194,true
198,true
197,true
196,true
203,true
192,false
200,true
199,true
201,false
202,true
191,false
204,true
207,true
195,false
208,true
205,false
210,true
211,true
213,true
209,false
206,true
214,true
212,true
215,true
222,true
218,true
220,true
216,false
219,true
221,false
224,true
225,false
223,true
227,false
226,true
217,true
231,true
232,true
229,true
230,false
233,true
228,true
237,true
234,true
242,true
236,false
244,true
246,true
248,true
247,true
239,true
240,true
235,true
249,true
241,true
250,true
243,true
238,true
245,true
253,true
256,true
254,true
257,false
259,true
252,true
261,true
251,true
260,true
263,false
264,true
262,false
266,true
265,false
255,true
269,false
275,true
276,false
267,true
258,true
273,true
272,false
268,true
270,true
279,false
282,true
283,false
277,true
271,true
278,true
274,true
284,true
287,true
281,false
288,true
280,true
291,true
289,true
290,false
297,true
294,false
293,true
285,false
292,false
286,true
295,true
296,true
298,true
304,false
303,true
309,true
308,true
302,true
305,true
300,true
299,false
301,true
311,true
312,true
314,true
310,true
307,false
306,true
313,true
317,true
318,true
320,true
322,true
316,true
323,true
315,true
325,true
319,true
329,true
321,false
327,false
330,true
326,true
328,true
324,true
331,true
332,true
335,true
336,false
338,true
334,true
333,true
340,true
341,true
344,true
343,true
337,true
352,true
349,true
339,true
351,true
345,true
350,true
346,false
353,true
347,true
342,true
354,true
358,true
348,true
356,true
355,true
359,true
360,true
361,true
363,true
364,true
357,true
367,false
365,true
366,true
368,true
370,true
369,true
371,true
373,false
372,true
374,true
362,false
377,true
380,true
376,false
381,true
378,true
387,true
383,true
388,true
375,true
385,true
379,false
382,true
391,true
389,true
392,true
384,true
394,true
386,true
395,false
390,true
396,false
393,true
402,false
404,true
