question_id,answer
4,true
8,true
7,true
2,true
1,true
10,true
9,true
5,true
3,true
6,true
16,true
14,false
19,false
11,false
21,true
24,false
26,true
12,true
18,true
17,true
25,true
22,true
23,true
15,true
13,true
20,true
33,true
27,false
28,true
41,true
32,true
34,true
39,true
35,true
31,true
40,true
30,true
37,true
36,true
42,true
38,true
29,true
44,true
43,true
47,true
48,true
50,true
45,true
55,true
49,false
46,true
51,false
53,true
54,true
57,true
52,true
56,true
58,true
59,true
60,false
62,true
69,true
72,false
61,true
64,true
71,true
67,false
66,true
65,true
68,false
63,false
70,true
73,true
74,true
75,true
76,true
78,false
77,false
79,false
81,true
88,false
84,false
86,true
80,true
83,false
85,false
89,false
87,true
82,true
90,false
91,false
93,true
92,false
94,false
95,true
98,false
101,true
104,true
99,true
100,true
105,false
102,false
96,true
107,true
106,true
108,true
103,true
111,true
109,true
97,true
110,false
113,true
112,true
118,true
117,true
120,true
116,false
115,true
114,true
119,false
126,true
127,true
128,true
124,true
136,true
130,false
131,true
121,false
132,true
134,true
123,true
135,true
133,true
125,true
122,true
137,true
129,true
140,true
145,true
139,true
144,true
147,true
138,true
142,false
143,false
146,true
148,false
150,false
149,true
151,true
141,true
158,false
153,false
156,true
152,true
155,false
154,false
159,true
160,true
166,true
164,true
167,true
165,false
157,true
162,false
161,true
170,true
163,true
169,true
168,false
178,true
173,true
171,true
179,true
172,true
177,false
174,true
183,true
182,true
176,true
184,true
180,true
181,true
186,true
185,false
187,true
175,true
188,true
190,false
189,true
193,false
194,true
198,true
196,true
197,true
192,false
203,true
202,true
201,false
199,true
200,true
191,false
207,true
204,true
205,false
195,false
208,true
211,true
210,true
209,false
213,true
214,true
212,true
215,true
206,true
218,true
216,false
225,false
222,true
221,false
220,true
219,true
223,true
224,true
226,true
229,true
217,true
231,true
227,true
232,true
230,false
233,true
228,true
234,true
237,true
239,true
236,false
244,true
242,true
235,true
246,true
247,true
248,true
238,true
250,true
249,true
240,true
241,true
243,true
253,true
256,true
254,true
245,true
252,true
261,true
251,true
259,true
257,true
263,true
260,true
264,true
262,true
255,true
266,true
275,true
265,false
269,false
276,false
258,true
267,true
279,false
270,true
272,false
273,true
268,true
271,true
282,true
283,false
278,true
284,true
277,false
288,true
274,true
289,true
280,true
287,true
281,true
291,true
290,true
294,false
292,true
297,true
285,false
293,true
295,true
286,true
298,true
303,true
304,false
296,true
302,true
309,true
301,true
305,true
308,true
299,true
300,true
311,true
314,true
306,true
307,false
312,true
310,true
317,true
313,true
315,true
322,true
316,true
320,true
319,true
318,true
325,true
323,true
329,true
321,false
330,true
327,false
326,true
324,true
328,false
331,true
336,true
335,true
332,true
338,true
333,true
334,true
340,true
341,true
337,true
343,true
344,true
349,true
350,true
352,true
342,true
345,true
347,true
339,true
353,true
351,true
346,true
356,true
